epoch,train_loss,val_loss
52,0.0413127887994051,0.01937195067293942
53,0.04279901050031185,0.01971109864922861
54,0.042771446704864505,0.019162409659475087
55,0.04328744430094957,0.019110995205119254
56,0.04195284396409989,0.019187098244826
57,0.036070192512124774,0.019097007632565995
58,0.045757490769028665,0.019446331681683658
59,0.04291960261762142,0.019121483728910486
60,0.03831321615725756,0.01920908809018632
61,0.031013368908315898,0.01901574924122542
62,0.026650794968008994,0.019010748155415057
63,0.033900612872093915,0.01908232409817477
64,0.040420475602149966,0.019189967152973015
65,0.030130675435066222,0.018940350553020836
66,0.04418359757401049,0.019142230491464338
67,0.03245717165991664,0.019005442208920916
68,0.038594361022114755,0.019028296189693112
69,0.03989517679437995,0.01889156235847622
70,0.03824960561469197,0.018996686519434054
71,0.04069109642878175,0.018989406044905385
72,0.03908848203718662,0.019007046738018594
73,0.046306741423904896,0.01894544403379162
74,0.043109395634382965,0.018936102744191885
75,0.05337567627429962,0.018994982121512294
76,0.040151105355471374,0.019007111697768173
77,0.04188439399003983,0.019044126865143576
78,0.0415034256875515,0.018932803875456254
79,0.0444192280061543,0.018898778206979234
80,0.03422249108552933,0.019000971938172975
81,0.03458912391215563,0.018807005300186575
82,0.044261844176799056,0.01887484994561722
83,0.030136951245367527,0.018916283594444395
84,0.03842997252941131,0.018737160065211356
85,0.046911375410854814,0.01870376613611976
86,0.03826854480430484,0.01887223090355595
87,0.04463071883656085,0.018784057162702084
88,0.037937114108353855,0.018950382821882765
89,0.038097613491117954,0.018727502382049958
90,0.039283867878839376,0.018756197369657456
91,0.029730775952339174,0.018765129777602852
92,0.03926529372110963,0.01875939480184267
93,0.04039515852928162,0.018689800434124968
94,0.02848998233675957,0.018758785957470537
95,0.04230770654976368,0.018724367263106008
96,0.04071535607799888,0.018631326717634997
97,0.0505141394212842,0.01861800702754408
98,0.03213310725986958,0.018718165376534066
99,0.03726321579888463,0.018786651035770773
100,0.038185964617878196,0.018651744769886135
101,0.036615814082324505,0.018716529306645194
102,0.029288962995633484,0.018518028043520946
103,0.04489767560735345,0.01864751479588449
104,0.03286546301096678,0.018565891411465904
105,0.02637935960665345,0.01849121452153971
106,0.04663172294385731,0.018507473256128528
107,0.03225435670465231,0.018610669517268738
108,0.033255499135702846,0.018506809572378793
109,0.03708030497655272,0.018757593895619113
110,0.03494286960922181,0.01849634596146643
111,0.040098811872303484,0.018494217710879942
112,0.04401686377823353,0.01853721879112224
113,0.0421924346126616,0.018506265889542798
114,0.03234176654368639,0.01852793265134096
115,0.029260481242090464,0.01850158122057716
116,0.04652535589411855,0.01852249524866541
117,0.0331551942974329,0.0183659689888979
118,0.04077977668493986,0.018387051586372157
119,0.029209056869149208,0.018335479451343416
120,0.031496350467205045,0.018395444525716207
121,0.028264938853681087,0.01841585268266499
122,0.031042971927672625,0.01827717599614213
123,0.0414115303196013,0.01830927999690175
124,0.046730917692184445,0.01835260835165779
125,0.03541729310527444,0.018274395858558515
126,0.04369487799704075,0.018366664663578072
127,0.03795662205666304,0.018399543299650153
128,0.03193481620401144,0.018221274057092767
129,0.03648368185386062,0.018356122681871055
130,0.02549712508916855,0.018463673861697318
131,0.03621921557933092,0.018330443557351826
132,0.02730076601728797,0.01816129789222032
133,0.03841959517449141,0.01826217814038197
134,0.0359392206184566,0.018201787086824576
135,0.03856407096609473,0.018211651345094046
136,0.036057007033377886,0.018188774492591618
137,0.02938210582360625,0.018159315998976428
138,0.03617482739500701,0.018204225817074378
139,0.052031020261347295,0.018191860833515722
140,0.042376977670937774,0.018223044571156304
141,0.035895898938179016,0.018301567311088243
142,0.03772764271125197,0.018109039054252207
143,0.035045910999178885,0.018078178307041524
144,0.03500028187409043,0.018097829322020212
145,0.032491136342287064,0.01805553901940584
146,0.040178969595581294,0.017986617082109056
147,0.02528497464954853,0.017977549461647868
148,0.04173105517402291,0.017964050041822097
149,0.03893650528043509,0.01791194169782102
150,0.03008788889274001,0.017947291303426028
151,0.04214699249714613,0.018032623051355282
152,0.032510557863861325,0.017926911738080285
153,0.04045584462583065,0.017946749622933567
154,0.031333766505122186,0.017840750926795105
155,0.028167156502604485,0.017947829964881142
156,0.0349185748025775,0.017930075898766516
157,0.041576294042170045,0.01806015519735714
158,0.029047029558569193,0.01786172385327518
159,0.023732557147741317,0.01774650360457599
160,0.037750412430614236,0.01775790222454816
161,0.02615707563236356,0.017771908299376568
162,0.0431290727108717,0.0177409055409953
163,0.03709394540637732,0.017797857872210443
164,0.027259625028818846,0.017683640052564443
165,0.037601972557604314,0.0177116930950433
166,0.03368290071375668,0.017674194804082315
167,0.026192175596952437,0.01769255755934864
168,0.03177058072760701,0.01759025629920264
169,0.03351460341364145,0.017641983980623385
170,0.03386294138617814,0.017614750688274703
171,0.03362158816307783,0.017657911769735316
172,0.0339549780357629,0.017624225032826266
173,0.04056281838566065,0.017648575641214848
174,0.03690320961177349,0.017686037113890052
175,0.04531468693166971,0.017580012837424875
176,0.036833207961171864,0.017505216753731172
177,0.02366148727014661,0.017499045142903923
178,0.0379105138592422,0.01760757228670021
179,0.030206656362861396,0.017455456134242316
180,0.026408268697559835,0.017503352890101572
181,0.03747550677508116,0.01745385881513357
182,0.03370612356811762,0.01741238247292737
183,0.04109180849045515,0.017465813333789507
184,0.03943793410435319,0.017386578884907068
185,0.029781555011868476,0.017333660313549142
186,0.04020246528089046,0.017369876041387518
187,0.03185060825198889,0.01740832601984342
188,0.02574212234467268,0.017261254787445068
189,0.02807521354407072,0.017368197573038438
190,0.03560558315366506,0.017317204363644124
191,0.03405638663098216,0.017307109067526957
192,0.04150727167725563,0.017259240856704612
193,0.03194501344114542,0.017292454295481246
194,0.033740474842488766,0.017195261945016683
195,0.03441914804279804,0.017361391071851053
196,0.036165366601198914,0.01714324440496663
197,0.03365496527403593,0.017269199946895242
198,0.030946023669093846,0.01708513357831786
199,0.02970359311439097,0.0171231108950451
200,0.037470439076423646,0.017111376207321883
