model,horizon,threshold,run_id,start,end,timestamps,alerts,true_alerts,false_alerts,onsets,warned_onsets,location_hours,median_lead_minutes,onset_recall,precision,false_warnings_per_location_day,AP,ap_samples,ap_positive,prevalence
v5,60,0.301,72,202609101910,202609101935,6,0,0,0,0,0,0.0,,,,,,54,0,0.0
v5,60,0.301,73,202609102040,202609102130,11,0,0,0,0,0,0.0,,,,,0.25832442067736183,98,5,0.05102040816326531
v5,60,0.301,74,202609102235,202609110015,21,0,0,0,0,0,6.75,,,,0.0,,189,0,0.0
v5,60,0.301,75,202609110305,202609110345,9,0,0,0,0,0,0.0,,,,,,81,0,0.0
v5,60,0.301,76,202609110730,202609110810,9,0,0,0,0,0,0.0,,,,,0.6858951422118422,72,17,0.2361111111111111
v5,60,0.301,77,202609111130,202609111135,2,0,0,0,0,0,0.0,,,,,0.4232392607392607,16,8,0.5
v5,60,0.301,78,202609111315,202609111315,1,0,0,0,0,0,0.0,,,,,0.5192857142857142,8,5,0.625
v5,60,0.301,79,202609112305,202609112305,1,0,0,0,0,0,0.0,,,,,0.5,9,1,0.1111111111111111
v5,60,0.301,80,202609120320,202609120325,2,0,0,0,0,0,0.0,,,,,0.645104895104895,18,4,0.2222222222222222
v5,60,0.301,81,202609121010,202609121035,6,0,0,0,0,0,0.0,,,,,0.67680571062924,25,12,0.48
v5,60,0.301,82,202609131235,202609131245,3,0,0,0,0,0,0.0,,,,,,27,0,0.0
v5,60,0.301,83,202609131445,202609131450,2,0,0,0,0,0,0.0,,,,,0.10049019607843138,18,2,0.1111111111111111
v5,60,0.301,84,202609140020,202609140025,2,0,0,0,0,0,0.0,,,,,0.2,17,1,0.058823529411764705
v5,60,0.301,85,202609140315,202609140335,5,0,0,0,0,0,0.0,,,,,,45,0,0.0
depth2_spatial,15,0.453,0,202608260150,202608260205,4,0,0,0,0,0,0.75,,,,0.0,,36,0,0.0
depth2_spatial,15,0.453,1,202608260710,202608260800,11,0,0,0,0,0,6.0,,,,0.0,,99,0,0.0
depth2_spatial,15,0.453,2,202608261005,202608261405,49,9,8,1,19,8,34.5,7.5,0.42105263157894735,0.8888888888888888,0.6956521739130435,0.65232363472807,320,60,0.1875
depth2_spatial,15,0.453,3,202608261540,202608261550,3,0,0,0,0,0,0.0,,,,,,25,0,0.0
depth2_spatial,15,0.453,4,202608261710,202608270050,93,3,1,2,4,1,67.5,5.0,0.25,0.3333333333333333,0.7111111111111111,0.2434177977244105,776,7,0.00902061855670103
depth2_spatial,15,0.453,5,202608270400,202608270515,16,0,0,0,0,0,9.75,,,,0.0,,144,0,0.0
depth2_spatial,15,0.453,6,202608270745,202608271855,135,7,5,2,12,5,99.0,5.0,0.4166666666666667,0.7142857142857143,0.48484848484848486,0.43032237279279395,1175,30,0.02553191489361702
depth2_spatial,15,0.453,7,202608272205,202608272215,3,0,0,0,0,0,0.0,,,,,,27,0,0.0
depth2_spatial,15,0.453,8,202608272320,202608280025,14,0,0,0,0,0,8.25,,,,0.0,,125,0,0.0
depth2_spatial,15,0.453,9,202608280805,202608280855,11,0,0,0,0,0,6.0,,,,0.0,,99,0,0.0
depth2_spatial,15,0.453,10,202608281000,202608281110,15,0,0,0,0,0,9.0,,,,0.0,,135,0,0.0
depth2_spatial,15,0.453,11,202608281425,202608281430,2,0,0,0,0,0,0.0,,,,,,18,0,0.0
depth2_spatial,15,0.453,12,202608281610,202608281620,3,0,0,0,0,0,0.0,,,,,,27,0,0.0
depth2_spatial,15,0.453,13,202608281725,202608281940,28,0,0,0,0,0,18.75,,,,0.0,,252,0,0.0
depth2_spatial,15,0.453,14,202608301535,202608301800,30,0,0,0,0,0,20.25,,,,0.0,,270,0,0.0
depth2_spatial,15,0.453,15,202608310020,202608310215,24,0,0,0,0,0,15.75,,,,0.0,,216,0,0.0
depth2_spatial,15,0.453,16,202608311010,202608311110,13,0,0,0,0,0,7.499999999999999,,,,0.0,0.03575870646766169,110,2,0.01818181818181818
depth2_spatial,15,0.453,17,202608311215,202608311255,9,0,0,0,0,0,4.5,,,,0.0,,81,0,0.0
depth2_spatial,15,0.453,18,202608311400,202608311420,5,0,0,0,0,0,1.5,,,,0.0,,45,0,0.0
depth2_spatial,15,0.453,19,202608311700,202608311800,13,0,0,0,0,0,7.499999999999999,,,,0.0,,117,0,0.0
depth2_spatial,15,0.453,20,202608312115,202608312240,18,0,0,0,0,0,11.25,,,,0.0,,162,0,0.0
depth2_spatial,15,0.453,21,202608312345,202608312345,1,0,0,0,0,0,0.0,,,,,,9,0,0.0
depth2_spatial,15,0.453,22,202609010050,202609010130,9,0,0,0,0,0,4.5,,,,0.0,,81,0,0.0
depth2_spatial,15,0.453,23,202609010445,202609010445,1,0,0,0,0,0,0.0,,,,,,9,0,0.0
depth2_spatial,15,0.453,24,202609010650,202609010655,2,0,0,0,0,0,0.0,,,,,,18,0,0.0
depth2_spatial,15,0.453,25,202609011020,202609011055,8,0,0,0,0,0,3.7499999999999996,,,,0.0,,72,0,0.0
depth2_spatial,15,0.453,26,202609011200,202609011340,21,4,2,2,2,2,13.5,5.0,1.0,0.5,3.5555555555555554,0.4031746031746032,184,6,0.03260869565217391
depth2_spatial,15,0.453,27,202609012020,202609012030,3,0,0,0,0,0,0.0,,,,,,27,0,0.0
depth2_spatial,15,0.453,28,202609012345,202609020035,11,0,0,0,0,0,6.0,,,,0.0,,99,0,0.0
depth2_spatial,15,0.453,29,202609020440,202609020845,50,0,0,0,0,0,35.25,,,,0.0,,450,0,0.0
depth2_spatial,15,0.453,30,202609021055,202609021325,31,2,2,0,5,2,21.0,5.0,0.4,1.0,0.0,0.5366437959571964,263,15,0.057034220532319393
depth2_spatial,15,0.453,31,202609021525,202609021705,21,0,0,0,0,0,13.5,,,,0.0,,189,0,0.0
depth2_spatial,15,0.453,32,202609021850,202609021910,5,0,0,0,0,0,1.5,,,,0.0,,45,0,0.0
depth2_spatial,15,0.453,33,202609022015,202609022110,12,0,0,0,0,0,6.75,,,,0.0,,108,0,0.0
depth2_spatial,15,0.453,34,202609022215,202609022310,12,0,0,0,0,0,6.75,,,,0.0,,108,0,0.0
depth2_spatial,15,0.453,35,202609030015,202609030055,9,0,0,0,0,0,4.5,,,,0.0,,81,0,0.0
depth2_spatial,15,0.453,36,202609030445,202609030445,1,0,0,0,0,0,0.0,,,,,,9,0,0.0
depth2_spatial,15,0.453,37,202609030755,202609031205,51,0,0,0,0,0,36.0,,,,0.0,,459,0,0.0
depth2_spatial,15,0.453,38,202609031855,202609040020,66,0,0,0,0,0,47.25,,,,0.0,,594,0,0.0
depth2_spatial,15,0.453,39,202609040205,202609040205,1,0,0,0,0,0,0.0,,,,,,9,0,0.0
depth2_spatial,15,0.453,40,202609040445,202609040630,22,0,0,0,0,0,14.250000000000002,,,,0.0,,198,0,0.0
depth2_spatial,15,0.453,41,202609040805,202609040810,2,0,0,0,0,0,0.0,,,,,,18,0,0.0
depth2_spatial,15,0.453,42,202609051450,202609051530,9,0,0,0,0,0,4.5,,,,0.0,,81,0,0.0
depth2_spatial,15,0.453,43,202609051735,202609051905,19,0,0,0,0,0,12.0,,,,0.0,,171,0,0.0
depth2_spatial,15,0.453,44,202609052100,202609052315,28,0,0,0,6,0,18.75,,0.0,,0.0,0.12482566239111825,241,12,0.04979253112033195
depth2_spatial,15,0.453,45,202609060100,202609060155,12,0,0,0,0,0,6.75,,,,0.0,,108,0,0.0
depth2_spatial,15,0.453,46,202609060535,202609060550,4,0,0,0,0,0,0.75,,,,0.0,,36,0,0.0
depth2_spatial,15,0.453,47,202609060655,202609060655,1,0,0,0,0,0,0.0,,,,,,9,0,0.0
depth2_spatial,15,0.453,48,202609060800,202609060810,3,0,0,0,0,0,0.0,,,,,,27,0,0.0
depth2_spatial,15,0.453,49,202609060915,202609061040,18,0,0,0,0,0,11.25,,,,0.0,,162,0,0.0
depth2_spatial,15,0.453,50,202609061145,202609061150,2,0,0,0,0,0,0.0,,,,,,18,0,0.0
depth2_spatial,15,0.453,51,202609061420,202609061425,2,0,0,0,0,0,0.0,,,,,,18,0,0.0
depth2_spatial,15,0.453,52,202609061530,202609061630,13,0,0,0,0,0,7.499999999999999,,,,0.0,,117,0,0.0
depth2_spatial,15,0.453,53,202609061945,202609061945,1,0,0,0,0,0,0.0,,,,,,9,0,0.0
depth2_spatial,15,0.453,54,202609062050,202609062235,22,0,0,0,0,0,14.250000000000002,,,,0.0,,198,0,0.0
depth2_spatial,15,0.453,55,202609070435,202609070610,20,0,0,0,0,0,12.749999999999998,,,,0.0,,180,0,0.0
depth2_spatial,15,0.453,56,202609070810,202609070815,2,0,0,0,0,0,0.0,,,,,,18,0,0.0
depth2_spatial,15,0.453,57,202609071020,202609071030,3,0,0,0,0,0,0.0,,,,,,27,0,0.0
depth2_spatial,15,0.453,58,202609071320,202609071325,2,0,0,0,0,0,0.0,,,,,0.2,18,1,0.05555555555555555
depth2_spatial,15,0.453,59,202609071435,202609071515,9,0,0,0,0,0,4.5,,,,0.0,,81,0,0.0
depth2_spatial,15,0.453,60,202609071800,202609071805,2,0,0,0,0,0,0.0,,,,,,18,0,0.0
depth2_spatial,15,0.453,61,202609081035,202609081100,6,0,0,0,0,0,2.25,,,,0.0,,54,0,0.0
depth2_spatial,15,0.453,62,202609081210,202609081355,22,0,0,0,0,0,14.250000000000002,,,,0.0,,198,0,0.0
depth2_spatial,15,0.453,63,202609081510,202609082030,65,0,0,0,0,0,46.5,,,,0.0,,585,0,0.0
depth2_spatial,15,0.453,64,202609082150,202609082310,17,0,0,0,0,0,10.5,,,,0.0,,153,0,0.0
depth2_spatial,15,0.453,65,202609091320,202609091350,7,0,0,0,0,0,3.0,,,,0.0,,63,0,0.0
depth2_spatial,15,0.453,66,202609091510,202609092250,93,0,0,0,0,0,67.5,,,,0.0,,837,0,0.0
depth2_spatial,15,0.453,67,202609100235,202609100250,4,0,0,0,0,0,0.75,,,,0.0,,36,0,0.0
depth2_spatial,15,0.453,68,202609100440,202609100615,20,0,0,0,2,0,12.749999999999998,,0.0,,0.0,0.14948222483185652,178,5,0.028089887640449437
depth2_spatial,15,0.453,69,202609100720,202609100810,11,0,0,0,2,0,6.0,,0.0,,0.0,0.8875314228255405,93,10,0.10752688172043011
depth2_spatial,15,0.453,70,202609100930,202609101350,53,1,0,1,1,0,37.5,,0.0,0.0,0.64,0.086467869119913,474,3,0.006329113924050633
depth2_spatial,15,0.453,71,202609101455,202609101620,18,0,0,0,2,0,11.25,,0.0,,0.0,0.25047906486538274,154,7,0.045454545454545456
depth2_spatial,15,0.453,72,202609101910,202609101935,6,0,0,0,0,0,2.25,,,,0.0,,54,0,0.0
depth2_spatial,15,0.453,73,202609102040,202609102130,11,0,0,0,1,0,6.0,,0.0,,0.0,0.11044973544973545,98,3,0.030612244897959183
depth2_spatial,15,0.453,74,202609102235,202609110015,21,0,0,0,0,0,13.5,,,,0.0,,189,0,0.0
depth2_spatial,15,0.453,75,202609110305,202609110345,9,0,0,0,0,0,4.5,,,,0.0,,81,0,0.0
depth2_spatial,15,0.453,76,202609110730,202609110810,9,0,0,0,0,0,4.5,,,,0.0,0.1111111111111111,72,2,0.027777777777777776
depth2_spatial,15,0.453,77,202609111130,202609111135,2,0,0,0,0,0,0.0,,,,,,16,0,0.0
depth2_spatial,15,0.453,78,202609111315,202609111315,1,0,0,0,0,0,0.0,,,,,0.4027777777777778,8,3,0.375
depth2_spatial,15,0.453,79,202609112305,202609112305,1,0,0,0,0,0,0.0,,,,,,9,0,0.0
depth2_spatial,15,0.453,80,202609120320,202609120325,2,0,0,0,0,0,0.0,,,,,,18,0,0.0
depth2_spatial,15,0.453,81,202609121010,202609121035,6,2,1,1,3,1,2.25,5.0,0.3333333333333333,0.5,10.666666666666666,0.6293831168831169,25,8,0.32
depth2_spatial,15,0.453,82,202609131235,202609131245,3,0,0,0,0,0,0.0,,,,,,27,0,0.0
depth2_spatial,15,0.453,83,202609131445,202609131450,2,0,0,0,0,0,0.0,,,,,,18,0,0.0
depth2_spatial,15,0.453,84,202609140020,202609140025,2,0,0,0,0,0,0.0,,,,,0.5,17,1,0.058823529411764705
depth2_spatial,15,0.453,85,202609140315,202609140335,5,0,0,0,0,0,1.5,,,,0.0,,45,0,0.0
depth2_spatial,30,0.499,0,202608260150,202608260205,4,0,0,0,0,0,0.0,,,,,,36,0,0.0
depth2_spatial,30,0.499,1,202608260710,202608260800,11,0,0,0,0,0,3.7499999999999996,,,,0.0,,99,0,0.0
depth2_spatial,30,0.499,2,202608261005,202608261405,49,9,8,1,18,7,32.25,10.0,0.3888888888888889,0.8888888888888888,0.7441860465116279,0.7048139305891533,320,114,0.35625
depth2_spatial,30,0.499,3,202608261540,202608261550,3,0,0,0,0,0,0.0,,,,,0.28809523809523807,25,4,0.16
depth2_spatial,30,0.499,4,202608261710,202608270050,93,3,1,2,3,0,65.25,5.0,0.0,0.3333333333333333,0.735632183908046,0.1726230357285657,776,10,0.01288659793814433
depth2_spatial,30,0.499,5,202608270400,202608270515,16,0,0,0,0,0,7.499999999999999,,,,0.0,,144,0,0.0
depth2_spatial,30,0.499,6,202608270745,202608271855,135,7,5,2,12,5,96.75,5.0,0.4166666666666667,0.7142857142857143,0.49612403100775193,0.3731057761246692,1175,57,0.04851063829787234
depth2_spatial,30,0.499,7,202608272205,202608272215,3,0,0,0,0,0,0.0,,,,,,27,0,0.0
depth2_spatial,30,0.499,8,202608272320,202608280025,14,0,0,0,0,0,6.0,,,,0.0,0.026767330130404943,125,2,0.016
depth2_spatial,30,0.499,9,202608280805,202608280855,11,0,0,0,0,0,3.7499999999999996,,,,0.0,,99,0,0.0
depth2_spatial,30,0.499,10,202608281000,202608281110,15,0,0,0,0,0,6.75,,,,0.0,0.030303030303030304,135,1,0.007407407407407408
depth2_spatial,30,0.499,11,202608281425,202608281430,2,0,0,0,0,0,0.0,,,,,,18,0,0.0
depth2_spatial,30,0.499,12,202608281610,202608281620,3,0,0,0,0,0,0.0,,,,,,27,0,0.0
depth2_spatial,30,0.499,13,202608281725,202608281940,28,0,0,0,0,0,16.5,,,,0.0,,252,0,0.0
depth2_spatial,30,0.499,14,202608301535,202608301800,30,0,0,0,0,0,18.0,,,,0.0,,270,0,0.0
depth2_spatial,30,0.499,15,202608310020,202608310215,24,0,0,0,0,0,13.5,,,,0.0,,216,0,0.0
depth2_spatial,30,0.499,16,202608311010,202608311110,13,0,0,0,0,0,5.25,,,,0.0,0.0304147465437788,110,2,0.01818181818181818
depth2_spatial,30,0.499,17,202608311215,202608311255,9,0,0,0,0,0,2.25,,,,0.0,,81,0,0.0
depth2_spatial,30,0.499,18,202608311400,202608311420,5,0,0,0,0,0,0.0,,,,,,45,0,0.0
depth2_spatial,30,0.499,19,202608311700,202608311800,13,0,0,0,0,0,5.25,,,,0.0,,117,0,0.0
depth2_spatial,30,0.499,20,202608312115,202608312240,18,0,0,0,0,0,9.0,,,,0.0,,162,0,0.0
depth2_spatial,30,0.499,21,202608312345,202608312345,1,0,0,0,0,0,0.0,,,,,,9,0,0.0
depth2_spatial,30,0.499,22,202609010050,202609010130,9,0,0,0,0,0,2.25,,,,0.0,,81,0,0.0
depth2_spatial,30,0.499,23,202609010445,202609010445,1,0,0,0,0,0,0.0,,,,,,9,0,0.0
depth2_spatial,30,0.499,24,202609010650,202609010655,2,0,0,0,0,0,0.0,,,,,,18,0,0.0
depth2_spatial,30,0.499,25,202609011020,202609011055,8,0,0,0,0,0,1.5,,,,0.0,0.0349969567863664,72,2,0.027777777777777776
depth2_spatial,30,0.499,26,202609011200,202609011340,21,1,1,0,2,1,11.25,10.0,0.5,1.0,0.0,0.3386530311686463,184,12,0.06521739130434782
depth2_spatial,30,0.499,27,202609012020,202609012030,3,0,0,0,0,0,0.0,,,,,,27,0,0.0
depth2_spatial,30,0.499,28,202609012345,202609020035,11,0,0,0,0,0,3.7499999999999996,,,,0.0,,99,0,0.0
depth2_spatial,30,0.499,29,202609020440,202609020845,50,0,0,0,0,0,33.0,,,,0.0,0.0029069767441860465,450,1,0.0022222222222222222
depth2_spatial,30,0.499,30,202609021055,202609021325,31,3,3,0,5,3,18.75,10.0,0.6,1.0,0.0,0.5400758175156202,263,30,0.11406844106463879
depth2_spatial,30,0.499,31,202609021525,202609021705,21,0,0,0,0,0,11.25,,,,0.0,,189,0,0.0
depth2_spatial,30,0.499,32,202609021850,202609021910,5,0,0,0,0,0,0.0,,,,,,45,0,0.0
depth2_spatial,30,0.499,33,202609022015,202609022110,12,0,0,0,0,0,4.5,,,,0.0,,108,0,0.0
depth2_spatial,30,0.499,34,202609022215,202609022310,12,0,0,0,0,0,4.5,,,,0.0,,108,0,0.0
depth2_spatial,30,0.499,35,202609030015,202609030055,9,0,0,0,0,0,2.25,,,,0.0,,81,0,0.0
depth2_spatial,30,0.499,36,202609030445,202609030445,1,0,0,0,0,0,0.0,,,,,,9,0,0.0
depth2_spatial,30,0.499,37,202609030755,202609031205,51,0,0,0,0,0,33.75,,,,0.0,,459,0,0.0
depth2_spatial,30,0.499,38,202609031855,202609040020,66,0,0,0,0,0,45.0,,,,0.0,,594,0,0.0
depth2_spatial,30,0.499,39,202609040205,202609040205,1,0,0,0,0,0,0.0,,,,,,9,0,0.0
depth2_spatial,30,0.499,40,202609040445,202609040630,22,0,0,0,0,0,12.0,,,,0.0,,198,0,0.0
depth2_spatial,30,0.499,41,202609040805,202609040810,2,0,0,0,0,0,0.0,,,,,,18,0,0.0
depth2_spatial,30,0.499,42,202609051450,202609051530,9,0,0,0,0,0,2.25,,,,0.0,,81,0,0.0
depth2_spatial,30,0.499,43,202609051735,202609051905,19,0,0,0,0,0,9.75,,,,0.0,,171,0,0.0
depth2_spatial,30,0.499,44,202609052100,202609052315,28,0,0,0,5,0,16.5,,0.0,,0.0,0.16020945136800469,241,18,0.07468879668049792
depth2_spatial,30,0.499,45,202609060100,202609060155,12,0,0,0,0,0,4.5,,,,0.0,,108,0,0.0
depth2_spatial,30,0.499,46,202609060535,202609060550,4,0,0,0,0,0,0.0,,,,,,36,0,0.0
depth2_spatial,30,0.499,47,202609060655,202609060655,1,0,0,0,0,0,0.0,,,,,,9,0,0.0
depth2_spatial,30,0.499,48,202609060800,202609060810,3,0,0,0,0,0,0.0,,,,,,27,0,0.0
depth2_spatial,30,0.499,49,202609060915,202609061040,18,0,0,0,0,0,9.0,,,,0.0,,162,0,0.0
depth2_spatial,30,0.499,50,202609061145,202609061150,2,0,0,0,0,0,0.0,,,,,,18,0,0.0
depth2_spatial,30,0.499,51,202609061420,202609061425,2,0,0,0,0,0,0.0,,,,,,18,0,0.0
depth2_spatial,30,0.499,52,202609061530,202609061630,13,0,0,0,0,0,5.25,,,,0.0,,117,0,0.0
depth2_spatial,30,0.499,53,202609061945,202609061945,1,0,0,0,0,0,0.0,,,,,,9,0,0.0
depth2_spatial,30,0.499,54,202609062050,202609062235,22,0,0,0,0,0,12.0,,,,0.0,,198,0,0.0
depth2_spatial,30,0.499,55,202609070435,202609070610,20,0,0,0,0,0,10.5,,,,0.0,,180,0,0.0
depth2_spatial,30,0.499,56,202609070810,202609070815,2,0,0,0,0,0,0.0,,,,,,18,0,0.0
depth2_spatial,30,0.499,57,202609071020,202609071030,3,0,0,0,0,0,0.0,,,,,,27,0,0.0
depth2_spatial,30,0.499,58,202609071320,202609071325,2,0,0,0,0,0,0.0,,,,,0.5,18,2,0.1111111111111111
depth2_spatial,30,0.499,59,202609071435,202609071515,9,0,0,0,0,0,2.25,,,,0.0,,81,0,0.0
depth2_spatial,30,0.499,60,202609071800,202609071805,2,0,0,0,0,0,0.0,,,,,,18,0,0.0
depth2_spatial,30,0.499,61,202609081035,202609081100,6,0,0,0,0,0,0.0,,,,,,54,0,0.0
depth2_spatial,30,0.499,62,202609081210,202609081355,22,0,0,0,0,0,12.0,,,,0.0,,198,0,0.0
depth2_spatial,30,0.499,63,202609081510,202609082030,65,0,0,0,0,0,44.25,,,,0.0,,585,0,0.0
depth2_spatial,30,0.499,64,202609082150,202609082310,17,0,0,0,0,0,8.25,,,,0.0,,153,0,0.0
depth2_spatial,30,0.499,65,202609091320,202609091350,7,0,0,0,0,0,0.75,,,,0.0,,63,0,0.0
depth2_spatial,30,0.499,66,202609091510,202609092250,93,0,0,0,0,0,65.25,,,,0.0,,837,0,0.0
depth2_spatial,30,0.499,67,202609100235,202609100250,4,0,0,0,0,0,0.0,,,,,,36,0,0.0
depth2_spatial,30,0.499,68,202609100440,202609100615,20,0,0,0,1,0,10.5,,0.0,,0.0,0.1398940777504122,178,9,0.05056179775280899
depth2_spatial,30,0.499,69,202609100720,202609100810,11,0,0,0,2,0,3.7499999999999996,,0.0,,0.0,0.6958931322406774,93,16,0.17204301075268819
depth2_spatial,30,0.499,70,202609100930,202609101350,53,1,0,1,1,0,35.25,,0.0,0.0,0.6808510638297872,0.15048927257029462,474,7,0.014767932489451477
depth2_spatial,30,0.499,71,202609101455,202609101620,18,0,0,0,2,0,9.0,,0.0,,0.0,0.3353797676903713,154,13,0.08441558441558442
depth2_spatial,30,0.499,72,202609101910,202609101935,6,0,0,0,0,0,0.0,,,,,,54,0,0.0
depth2_spatial,30,0.499,73,202609102040,202609102130,11,0,0,0,0,0,3.7499999999999996,,,,0.0,0.20698333924140375,98,5,0.05102040816326531
depth2_spatial,30,0.499,74,202609102235,202609110015,21,0,0,0,0,0,11.25,,,,0.0,,189,0,0.0
depth2_spatial,30,0.499,75,202609110305,202609110345,9,0,0,0,0,0,2.25,,,,0.0,,81,0,0.0
depth2_spatial,30,0.499,76,202609110730,202609110810,9,0,0,0,0,0,2.25,,,,0.0,0.3379644165358451,72,7,0.09722222222222222
depth2_spatial,30,0.499,77,202609111130,202609111135,2,0,0,0,0,0,0.0,,,,,0.2,16,1,0.0625
depth2_spatial,30,0.499,78,202609111315,202609111315,1,0,0,0,0,0,0.0,,,,,0.4027777777777778,8,3,0.375
depth2_spatial,30,0.499,79,202609112305,202609112305,1,0,0,0,0,0,0.0,,,,,,9,0,0.0
depth2_spatial,30,0.499,80,202609120320,202609120325,2,0,0,0,0,0,0.0,,,,,,18,0,0.0
depth2_spatial,30,0.499,81,202609121010,202609121035,6,0,0,0,0,0,0.0,,,,,0.7426556082806084,25,12,0.48
depth2_spatial,30,0.499,82,202609131235,202609131245,3,0,0,0,0,0,0.0,,,,,,27,0,0.0
depth2_spatial,30,0.499,83,202609131445,202609131450,2,0,0,0,0,0,0.0,,,,,0.0900735294117647,18,2,0.1111111111111111
depth2_spatial,30,0.499,84,202609140020,202609140025,2,0,0,0,0,0,0.0,,,,,0.5,17,1,0.058823529411764705
depth2_spatial,30,0.499,85,202609140315,202609140335,5,0,0,0,0,0,0.0,,,,,,45,0,0.0
depth2_spatial,60,0.5630000000000001,0,202608260150,202608260205,4,0,0,0,0,0,0.0,,,,,,36,0,0.0
depth2_spatial,60,0.5630000000000001,1,202608260710,202608260800,11,0,0,0,0,0,0.0,,,,,,99,0,0.0
depth2_spatial,60,0.5630000000000001,2,202608261005,202608261405,49,7,6,1,17,5,27.749999999999996,10.0,0.29411764705882354,0.8571428571428571,0.864864864864865,0.8243754639861808,320,202,0.63125
depth2_spatial,60,0.5630000000000001,3,202608261540,202608261550,3,0,0,0,0,0,0.0,,,,,0.7575042522442352,25,18,0.72
depth2_spatial,60,0.5630000000000001,4,202608261710,202608270050,93,3,1,2,2,0,60.75,5.0,0.0,0.3333333333333333,0.7901234567901234,0.11132364718239224,776,16,0.020618556701030927
depth2_spatial,60,0.5630000000000001,5,202608270400,202608270515,16,0,0,0,0,0,3.0,,,,0.0,,144,0,0.0
depth2_spatial,60,0.5630000000000001,6,202608270745,202608271855,135,6,4,2,12,4,92.25,7.5,0.3333333333333333,0.6666666666666666,0.5203252032520326,0.2619547392950216,1175,111,0.09446808510638298
depth2_spatial,60,0.5630000000000001,7,202608272205,202608272215,3,0,0,0,0,0,0.0,,,,,,27,0,0.0
depth2_spatial,60,0.5630000000000001,8,202608272320,202608280025,14,0,0,0,0,0,1.5,,,,0.0,0.06910173846959025,125,8,0.064
depth2_spatial,60,0.5630000000000001,9,202608280805,202608280855,11,0,0,0,0,0,0.0,,,,,,99,0,0.0
depth2_spatial,60,0.5630000000000001,10,202608281000,202608281110,15,0,0,0,0,0,2.25,,,,0.0,0.2831963070552269,135,19,0.14074074074074075
depth2_spatial,60,0.5630000000000001,11,202608281425,202608281430,2,0,0,0,0,0,0.0,,,,,,18,0,0.0
depth2_spatial,60,0.5630000000000001,12,202608281610,202608281620,3,0,0,0,0,0,0.0,,,,,,27,0,0.0
depth2_spatial,60,0.5630000000000001,13,202608281725,202608281940,28,0,0,0,0,0,12.0,,,,0.0,,252,0,0.0
depth2_spatial,60,0.5630000000000001,14,202608301535,202608301800,30,0,0,0,0,0,13.5,,,,0.0,,270,0,0.0
depth2_spatial,60,0.5630000000000001,15,202608310020,202608310215,24,0,0,0,0,0,9.0,,,,0.0,,216,0,0.0
depth2_spatial,60,0.5630000000000001,16,202608311010,202608311110,13,0,0,0,0,0,0.75,,,,0.0,0.02353266888150609,110,2,0.01818181818181818
depth2_spatial,60,0.5630000000000001,17,202608311215,202608311255,9,0,0,0,0,0,0.0,,,,,0.13347763347763347,81,3,0.037037037037037035
depth2_spatial,60,0.5630000000000001,18,202608311400,202608311420,5,0,0,0,0,0,0.0,,,,,,45,0,0.0
depth2_spatial,60,0.5630000000000001,19,202608311700,202608311800,13,0,0,0,0,0,0.75,,,,0.0,,117,0,0.0
depth2_spatial,60,0.5630000000000001,20,202608312115,202608312240,18,0,0,0,0,0,4.5,,,,0.0,,162,0,0.0
depth2_spatial,60,0.5630000000000001,21,202608312345,202608312345,1,0,0,0,0,0,0.0,,,,,,9,0,0.0
depth2_spatial,60,0.5630000000000001,22,202609010050,202609010130,9,0,0,0,0,0,0.0,,,,,,81,0,0.0
depth2_spatial,60,0.5630000000000001,23,202609010445,202609010445,1,0,0,0,0,0,0.0,,,,,,9,0,0.0
depth2_spatial,60,0.5630000000000001,24,202609010650,202609010655,2,0,0,0,0,0,0.0,,,,,,18,0,0.0
depth2_spatial,60,0.5630000000000001,25,202609011020,202609011055,8,0,0,0,0,0,0.0,,,,,0.11295676993257638,72,8,0.1111111111111111
depth2_spatial,60,0.5630000000000001,26,202609011200,202609011340,21,0,0,0,2,0,6.75,,0.0,,0.0,0.318284304894187,184,24,0.13043478260869565
depth2_spatial,60,0.5630000000000001,27,202609012020,202609012030,3,0,0,0,0,0,0.0,,,,,,27,0,0.0
depth2_spatial,60,0.5630000000000001,28,202609012345,202609020035,11,0,0,0,0,0,0.0,,,,,,99,0,0.0
depth2_spatial,60,0.5630000000000001,29,202609020440,202609020845,50,0,0,0,0,0,28.500000000000004,,,,0.0,0.010135597909364982,450,7,0.015555555555555555
depth2_spatial,60,0.5630000000000001,30,202609021055,202609021325,31,3,3,0,3,2,14.250000000000002,5.0,0.6666666666666666,1.0,0.0,0.5404972472809867,263,49,0.18631178707224336
depth2_spatial,60,0.5630000000000001,31,202609021525,202609021705,21,0,0,0,0,0,6.75,,,,0.0,,189,0,0.0
depth2_spatial,60,0.5630000000000001,32,202609021850,202609021910,5,0,0,0,0,0,0.0,,,,,,45,0,0.0
depth2_spatial,60,0.5630000000000001,33,202609022015,202609022110,12,0,0,0,0,0,0.0,,,,,,108,0,0.0
depth2_spatial,60,0.5630000000000001,34,202609022215,202609022310,12,0,0,0,0,0,0.0,,,,,,108,0,0.0
depth2_spatial,60,0.5630000000000001,35,202609030015,202609030055,9,0,0,0,0,0,0.0,,,,,,81,0,0.0
depth2_spatial,60,0.5630000000000001,36,202609030445,202609030445,1,0,0,0,0,0,0.0,,,,,0.2,9,1,0.1111111111111111
